,PC1,PC2,PC3,top genre
0,3.616141838045304,-2.822902972645361,2.3046064757805396,19
1,4.398339183889341,-3.324495085318442,1.6314855591062267,14
2,-0.31381016014387075,-2.883386951956723,1.2361020234572946,13
3,-0.04805804919248927,-1.7030371761078738,-0.18861530244231067,9
4,1.8426141778162948,0.768540513335906,1.373641268000399,15
5,0.3354360762689297,-2.1964955534717636,-0.7287243560128691,20
6,-0.10844681638192365,-3.5607127660891615,-1.6718318530136795,15
7,1.384018372829489,-0.22243912194648374,0.189274260293463,8
8,-1.361266658719117,-0.8586243737121053,0.6332565906721997,14
9,-0.30833992281308775,0.36694267129291636,1.9764003972730655,23
10,0.9459908918646543,1.1352403817281576,0.7240162792800067,15
11,0.1717232699825516,-2.0153915827113065,1.5548360044992655,12
12,1.603598523863566,-0.535783759119436,3.1775186955546513,7
13,-1.3833729667488857,-0.19362247482294223,-0.7517968054317717,6
14,2.1658866334186797,-1.2935935809782984,0.02231034742063663,15
15,-0.4525948762862116,0.45885841510239533,0.12301362603361515,15
16,0.20828123844517998,-0.321659121221222,0.31341814813444424,8
17,1.726893294162431,1.4636828795013779,-0.27121246972196295,7
18,0.03756431820346574,0.23815653187792846,0.7160461980028658,14
19,4.81310893692669,-0.32636609319734133,-2.333023542979218,25
20,-0.3983228687822834,-0.7465782183687973,0.215907184321655,14
21,-0.4330248639861649,-0.9607586797821716,0.7845635099173909,9
22,0.8034630877850764,0.9810980230641051,-0.6968579193301684,19
23,2.7519925253113597,0.0343795527398503,-1.9387956435376321,25
24,-0.5921633918047158,-1.3882358222176752,-0.8462309965919257,14
25,0.3328651189792074,-1.1624240139278637,-0.6424629819429225,14
26,-1.3749754178198639,-2.6290627159587423,-0.5253973560560643,9
27,1.7414265445606236,1.1577324346694693,0.7900100675667068,4
28,-0.3767897877553316,-0.3032676170083006,0.3233417260662118,23
29,0.1779089224108922,0.5586227650076552,-0.5245365205798607,18
30,5.994378006718067,-0.1773712678126203,-0.775181600209338,25
31,-0.18158343016685016,0.24771170154971506,0.9092363684571311,6
32,-1.241791679301437,0.0845715835086434,0.6951477957191913,4
33,-0.7595723520191142,-0.12764370482158102,0.6892975812378297,4
34,1.0896728057475913,1.5440782887467932,1.0014362430686556,4
35,0.8719185622952274,1.6589693369949774,1.7983437574087526,17
36,1.1173011539096769,1.0806485426684191,-0.44863885932884184,5
37,-0.5466006448360059,0.24307603887656265,-0.19342326052881462,14
38,0.3032532220801342,-0.13245019468392738,0.6153331092700077,0
39,3.6141983889102125,-0.7344511064987999,-0.6347482487043495,24
40,0.43485421596572166,0.5264698797753606,0.8115675209155487,9
41,3.027010429792177,-0.05317491117923558,1.9444083243502117,25
42,0.6773089425537545,0.4978041144926755,-0.0030959328407856148,14
43,-1.4889081552142442,-0.05963361059640142,0.2313588408245621,1
44,-1.0704420673505322,0.9337044551357857,0.9790498238295121,14
45,-0.23056976550152752,0.5251790215417026,-0.28531409288294873,4
46,0.12308973702744956,-0.6156360203120319,-0.9975575753729204,11
47,0.9142517343117152,-0.14816094719323653,-0.9593541773531465,16
48,-1.1112218416394841,0.7850836436024602,-0.9669303836061297,10
49,-0.8490404010480093,0.45873035433478365,-0.10337617719101565,25
50,-0.31284465218550905,0.24893982706946136,-0.08507852583841145,14
51,4.002535114615317,4.134907871352277,-2.133585443182263,22
52,0.5203219040906611,-0.2765230222691595,2.8679573973897527,5
53,0.2171846551775288,-0.4067478615429422,-0.3479319774863016,14
54,1.0012848489504949,1.2510972764309856,-0.1732764847337349,21
55,-1.4531441729143797,-1.5504548242985434,0.09169933989967081,14
56,-1.1587379824445627,0.9346532936488997,1.1724901007226287,14
57,-0.27832466321205995,1.6306566185871878,-0.5235013873935199,3
58,1.3074052347783602,-0.190711868925238,-0.8369782895885123,24
59,1.8128517738452667,1.3092356135598096,0.07819647014002977,14
60,-1.2036347146087105,-1.058474394054308,-0.44747028250046955,14
61,-1.37335836517878,-0.4784865209648402,-0.08826145780593811,9
62,0.5959395164877943,0.5737742986998753,-1.0706127195397233,14
63,0.008792255841608018,1.3958798429920867,1.1251147887197581,14
64,2.148347814443103,0.15342824666161753,-2.101875366793808,25
65,-1.0654621281368815,-0.6976684862717359,-0.4139106083486258,1
66,-1.687111282711874,0.07240958504881678,-0.1407807749410561,14
67,0.42526585038676057,-0.2521265955108028,-1.0047166104447276,14
68,0.5752316821108683,0.7740570023687839,-0.926420372718982,19
69,1.2048786427119784,0.3970014226680162,-0.7309886132541132,14
70,-0.6289218452346479,-0.10857816593415547,-1.2207517387424998,14
71,-0.4866076502002463,-0.433985077688012,-0.14490001198443295,14
72,0.327803945057724,0.13827722144055662,-1.0603841083241998,4
73,-0.5336916114585291,2.1133034338880448,0.014877647904208114,19
